#,label
C0LLX5_3,0
C0LLX5_32,0
C0LLX5_33,0
C0LLX5_42,0
C0LLX5_47,0
C0LLX5_68,0
C0LLX5_69,0
C0LLX5_74,0
C0LLX5_78,0
C0LLX5_84,0
C0LLX5_90,0
A0A4S4ET57_98,0
A0A4S4ET57_101,0
A0A4S4ET57_102,0
A0A4S4ET57_130,0
A0A4S4ET57_133,0
A0A4S4ET57_142,0
A0A4S4ET57_146,0
A0A4S4ET57_158,0
A0A4S4ET57_164,0
A0A4S4ET57_167,0
A0A4S4ET57_168,0
A0A4S4ET57_170,0
A0A4S4ET57_174,0
A0A4S4ET57_180,0
A0A4S4ET57_185,0
A0A4S4ET57_196,0
A0A4S4ET57_201,0
A0A4S4ET57_207,0
A0A4S4ET57_217,0
A0A4S4ET57_290,0
A0A4S4ET57_326,0
A0A4S4ET57_344,0
A0A4S4ET57_348,0
A0A4S4ET57_356,0
A0A4S4ET57_391,0
A0A4S4ET57_408,0
A0A4S4ET57_495,0
A0A4S4ET57_504,0
A0A4S4ET57_505,0
A0A4S4ET57_509,0
A0A4S4ET57_514,0
A0A4S4ET57_521,0
A0A4S4ET57_554,0
A0A4S4ET57_556,0
A0A4S4ET57_562,0
A0A4S4ET57_586,0
A0A4S4ET57_594,0
A0A4S4ET57_615,0
A0A4S4ET57_619,0
A0A4S4ET57_627,0
A0A4S4ET57_651,0
A0A4S4ET57_652,0
A0A4S4ET57_659,0
A0A4S4ET57_663,0
A0A4S4ET57_671,0
A0A4S4ET57_698,0
A0A4S4ET57_709,0
A0A4S4EB91_18,0
A0A4S4EB91_19,0
A0A4S4EB91_45,0
A0A4S4EB91_49,0
A0A4S4EB91_52,0
A0A4S4EB91_53,0
A0A4S4EB91_62,0
A0A4S4EB91_195,0
A0A4S4EB91_196,0
A0A4S4EB91_247,0
A0A4S4EB91_301,0
A0A4S4EB91_325,0
Q94ID8_4,0
Q94ID8_20,0
Q94ID8_56,0
Q94ID8_58,0
Q94ID8_93,0
Q94ID8_98,0
Q94ID8_129,0
Q94ID8_140,0
Q94ID8_162,0
Q94ID8_172,0
Q94ID8_204,0
Q94ID8_221,0
Q94ID8_228,0
Q94ID8_235,0
Q94ID8_255,0
A0A5S6R7Q7_4,0
A0A5S6R7Q7_94,0
A0A5S6R7Q7_99,0
A0A5S6R7Q7_101,0
A0A5S6R7Q7_103,0
A0A5S6R7Q7_151,0
A0A5S6R7Q7_162,0
A0A5S6R7Q7_214,0
A0A5S6R7Q7_222,0
A0A5S6R7Q7_224,0
A0A5S6R7Q7_240,0
A0A5S6R7Q7_294,0
A0A5S6R7Q7_304,0
A0A5S6R7Q7_374,0
A0A5S6R7Q7_416,0
Q6ZKD8_66,0
Q6ZKD8_119,0
Q6ZKD8_124,0
Q6ZKD8_197,0
Q6ZKD8_213,0
Q6ZKD8_252,0
Q6ZKD8_275,0
Q6ZKD8_279,0
Q6ZKD8_355,0
Q6ZKD8_499,0
Q0DWC1_19,0
Q0DWC1_29,0
Q0DWC1_49,0
Q0DWC1_51,0
Q0DWC1_56,0
Q0DWC1_81,0
Q0DWC1_82,0
Q0DWC1_84,0
A3A0Y3_10,0
A3A0Y3_11,0
A3A0Y3_25,0
A3A0Y3_27,0
A3A0Y3_39,0
A3A0Y3_45,0
A3A0Y3_46,0
A3A0Y3_60,0
A3A0Y3_89,0
A3A0Y3_95,0
A3A0Y3_96,0
A3A0Y3_110,0
P56805_3,0
P56805_13,0
P56805_30,0
P56805_43,0
P56805_53,0
P56805_57,0
P56805_67,0
P56805_68,0
P56805_74,0
P56805_86,0
Q5QMP3_14,0
Q5QMP3_99,0
Q5QMP3_117,0
Q5QMP3_188,0
Q5QMP3_201,0
Q5QMP3_224,0
Q5QMP3_226,0
Q0DPX2_93,0
Q0DPX2_100,0
Q0DPX2_102,0
Q0DPX2_114,0
Q0DPX2_125,0
Q0DPX2_126,0
Q0DPX2_132,0
Q0DPX2_182,0
Q0DPX2_191,0
Q0DPX2_196,0
Q0DPX2_212,0
Q0DPX2_222,0
Q940V1_24,0
Q940V1_94,0
